Project,Client,Description,Task,User,Email,Tags,Billable,Start Date,Start Time,End Date,End Time,Duration (h),Duration (decimal),Billable Rate (USD),Billable Amount (USD)
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/11/2022,15:00:00,6/11/2022,16:15:00,1:15:00,1.25,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/11/2022,14:30:00,6/11/2022,17:00:00,2:30:00,2.5,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/11/2022,14:00:00,6/11/2022,17:00:00,3:00:00,3,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/11/2022,13:00:00,6/11/2022,15:00:00,2:00:00,2,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/11/2022,13:00:00,6/11/2022,14:30:00,1:30:00,1.5,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/11/2022,13:00:00,6/11/2022,14:00:00,1:00:00,1,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/11/2022,8:00:00,6/11/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/11/2022,8:00:00,6/11/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/11/2022,8:00:00,6/11/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/10/2022,16:30:00,6/10/2022,17:00:00,0:30:00,0.5,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/10/2022,16:00:00,6/10/2022,17:00:00,1:00:00,1,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/10/2022,15:45:00,6/10/2022,17:00:00,1:15:00,1.25,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/10/2022,13:00:00,6/10/2022,16:00:00,3:00:00,3,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/10/2022,13:00:00,6/10/2022,15:45:00,2:45:00,2.75,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/10/2022,13:00:00,6/10/2022,16:30:00,3:30:00,3.5,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/10/2022,9:30:00,6/10/2022,12:00:00,2:30:00,2.5,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/10/2022,9:00:00,6/10/2022,12:00:00,3:00:00,3,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/10/2022,8:00:00,6/10/2022,9:30:00,1:30:00,1.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/10/2022,8:00:00,6/10/2022,9:00:00,1:00:00,1,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/10/2022,8:00:00,6/10/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/9/2022,16:00:00,6/9/2022,17:00:00,1:00:00,1,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/9/2022,15:15:00,6/9/2022,17:00:00,1:45:00,1.75,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/9/2022,14:30:00,6/9/2022,16:00:00,1:30:00,1.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/9/2022,13:00:00,6/9/2022,15:15:00,2:15:00,2.25,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/9/2022,13:00:00,6/9/2022,14:30:00,1:30:00,1.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/9/2022,13:00:00,6/9/2022,17:30:00,4:30:00,4.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/9/2022,11:30:00,6/9/2022,12:00:00,0:30:00,0.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/9/2022,8:00:00,6/9/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/9/2022,8:00:00,6/9/2022,11:30:00,3:30:00,3.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/9/2022,8:00:00,6/9/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/8/2022,16:30:00,6/8/2022,17:00:00,0:30:00,0.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/8/2022,15:00:00,6/8/2022,16:30:00,1:30:00,1.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/8/2022,15:00:00,6/8/2022,17:00:00,2:00:00,2,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/8/2022,13:00:00,6/8/2022,15:00:00,2:00:00,2,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/8/2022,13:00:00,6/8/2022,17:00:00,4:00:00,4,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/8/2022,13:00:00,6/8/2022,15:00:00,2:00:00,2,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/8/2022,11:30:00,6/8/2022,12:00:00,0:30:00,0.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/8/2022,8:00:00,6/8/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/8/2022,8:00:00,6/8/2022,11:30:00,3:30:00,3.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/8/2022,8:00:00,6/8/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/7/2022,17:00:00,6/7/2022,17:00:00,0:00:00,0,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/7/2022,15:15:00,6/7/2022,17:00:00,1:45:00,1.75,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/7/2022,13:00:00,6/7/2022,15:15:00,2:15:00,2.25,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/7/2022,13:00:00,6/7/2022,17:00:00,4:00:00,4,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/7/2022,13:00:00,6/7/2022,17:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/7/2022,11:45:00,6/7/2022,12:00:00,0:15:00,0.25,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/7/2022,11:00:00,6/7/2022,11:45:00,0:45:00,0.75,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/7/2022,8:30:00,6/7/2022,12:00:00,3:30:00,3.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/7/2022,8:00:00,6/7/2022,8:30:00,0:30:00,0.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/7/2022,8:00:00,6/7/2022,11:00:00,3:00:00,3,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/7/2022,8:00:00,6/7/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/4/2022,15:30:00,6/4/2022,16:00:00,0:30:00,0.5,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/4/2022,14:00:00,6/4/2022,17:00:00,3:00:00,3,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/4/2022,13:00:00,6/4/2022,17:30:00,4:30:00,4.5,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/4/2022,13:00:00,6/4/2022,14:00:00,1:00:00,1,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/4/2022,12:00:00,6/4/2022,15:30:00,3:30:00,3.5,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/4/2022,11:15:00,6/4/2022,12:00:00,0:45:00,0.75,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/4/2022,8:00:00,6/4/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/4/2022,8:00:00,6/4/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/4/2022,8:00:00,6/4/2022,11:15:00,3:15:00,3.25,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/3/2022,15:15:00,6/3/2022,17:00:00,1:45:00,1.75,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/3/2022,14:15:00,6/3/2022,17:00:00,2:45:00,2.75,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/3/2022,14:00:00,6/3/2022,17:00:00,3:00:00,3,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/3/2022,13:00:00,6/3/2022,15:15:00,2:15:00,2.25,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/3/2022,13:00:00,6/3/2022,14:00:00,1:00:00,1,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/3/2022,13:00:00,6/3/2022,14:15:00,1:15:00,1.25,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/3/2022,10:30:00,6/3/2022,12:00:00,1:30:00,1.5,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/3/2022,9:30:00,6/3/2022,12:00:00,2:30:00,2.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/3/2022,8:00:00,6/3/2022,10:30:00,2:30:00,2.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/3/2022,8:00:00,6/3/2022,9:30:00,1:30:00,1.5,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/3/2022,8:00:00,6/3/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/2/2022,16:30:00,6/2/2022,18:00:00,1:30:00,1.5,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/2/2022,13:30:00,6/2/2022,17:00:00,3:30:00,3.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/2/2022,13:00:00,6/2/2022,13:30:00,0:30:00,0.5,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/2/2022,13:00:00,6/2/2022,16:30:00,3:30:00,3.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/2/2022,13:00:00,6/2/2022,17:45:00,4:45:00,4.75,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/2/2022,10:15:00,6/2/2022,12:00:00,1:45:00,1.75,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/2/2022,8:00:00,6/2/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/2/2022,8:00:00,6/2/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/2/2022,8:00:00,6/2/2022,10:15:00,2:15:00,2.25,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/1/2022,16:30:00,6/1/2022,17:00:00,0:30:00,0.5,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/1/2022,15:00:00,6/1/2022,17:00:00,2:00:00,2,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/1/2022,13:00:00,6/1/2022,16:30:00,3:30:00,3.5,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/1/2022,13:00:00,6/1/2022,17:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/1/2022,13:00:00,6/1/2022,15:00:00,2:00:00,2,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/1/2022,10:30:00,6/1/2022,12:00:00,1:30:00,1.5,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/1/2022,9:30:00,6/1/2022,12:00:00,2:30:00,2.5,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,6/1/2022,8:00:00,6/1/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,6/1/2022,8:00:00,6/1/2022,9:30:00,1:30:00,1.5,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,6/1/2022,8:00:00,6/1/2022,10:30:00,2:30:00,2.5,0,0
Holiday Pay,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/31/2022,8:00:00,5/31/2022,16:00:00,8:00:00,8,0,0
Holiday Pay,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/31/2022,8:00:00,5/31/2022,16:00:00,8:00:00,8,0,0
Holiday Pay,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/31/2022,8:00:00,5/31/2022,16:00:00,8:00:00,8,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/28/2022,15:30:00,5/28/2022,17:00:00,1:30:00,1.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/28/2022,15:00:00,5/28/2022,17:30:00,2:30:00,2.5,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/28/2022,14:00:00,5/28/2022,17:00:00,3:00:00,3,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/28/2022,13:00:00,5/28/2022,15:30:00,2:30:00,2.5,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/28/2022,13:00:00,5/28/2022,15:00:00,2:00:00,2,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/28/2022,13:00:00,5/28/2022,14:00:00,1:00:00,1,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/28/2022,8:00:00,5/28/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/28/2022,8:00:00,5/28/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/28/2022,8:00:00,5/28/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/27/2022,16:45:00,5/27/2022,17:00:00,0:15:00,0.25,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/27/2022,14:45:00,5/27/2022,17:00:00,2:15:00,2.25,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/27/2022,13:00:00,5/27/2022,16:45:00,3:45:00,3.75,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/27/2022,13:00:00,5/27/2022,14:45:00,1:45:00,1.75,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/27/2022,12:00:00,5/27/2022,16:00:00,4:00:00,4,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/27/2022,8:00:00,5/27/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/27/2022,8:00:00,5/27/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/27/2022,8:00:00,5/27/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/26/2022,13:00:00,5/26/2022,17:30:00,4:30:00,4.5,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/26/2022,13:00:00,5/26/2022,17:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/26/2022,13:00:00,5/26/2022,17:15:00,4:15:00,4.25,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/26/2022,11:45:00,5/26/2022,12:00:00,0:15:00,0.25,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/26/2022,11:00:00,5/26/2022,11:45:00,0:45:00,0.75,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/26/2022,9:00:00,5/26/2022,12:00:00,3:00:00,3,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/26/2022,8:00:00,5/26/2022,9:00:00,1:00:00,1,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/26/2022,8:00:00,5/26/2022,11:00:00,3:00:00,3,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/26/2022,8:00:00,5/26/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,16:15:00,5/25/2022,17:00:00,0:45:00,0.75,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/25/2022,16:00:00,5/25/2022,17:00:00,1:00:00,1,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/25/2022,14:45:00,5/25/2022,17:00:00,2:15:00,2.25,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,14:15:00,5/25/2022,16:15:00,2:00:00,2,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/25/2022,13:00:00,5/25/2022,14:45:00,1:45:00,1.75,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,13:00:00,5/25/2022,14:15:00,1:15:00,1.25,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/25/2022,13:00:00,5/25/2022,16:00:00,3:00:00,3,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,11:15:00,5/25/2022,12:00:00,0:45:00,0.75,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,9:45:00,5/25/2022,11:15:00,1:30:00,1.5,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/25/2022,8:00:00,5/25/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/25/2022,8:00:00,5/25/2022,9:45:00,1:45:00,1.75,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/25/2022,8:00:00,5/25/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/24/2022,16:15:00,5/24/2022,17:00:00,0:45:00,0.75,0,0
Alpha,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/24/2022,14:30:00,5/24/2022,17:00:00,2:30:00,2.5,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/24/2022,14:00:00,5/24/2022,16:00:00,2:00:00,2,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/24/2022,13:00:00,5/24/2022,16:15:00,3:15:00,3.25,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/24/2022,13:00:00,5/24/2022,14:30:00,1:30:00,1.5,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/24/2022,12:00:00,5/24/2022,14:00:00,2:00:00,2,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/24/2022,9:30:00,5/24/2022,12:00:00,2:30:00,2.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/24/2022,8:00:00,5/24/2022,9:30:00,1:30:00,1.5,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/24/2022,8:00:00,5/24/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/24/2022,8:00:00,5/24/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/21/2022,14:45:00,5/21/2022,17:00:00,2:15:00,2.25,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/21/2022,14:30:00,5/21/2022,17:00:00,2:30:00,2.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/21/2022,13:00:00,5/21/2022,14:30:00,1:30:00,1.5,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/21/2022,13:00:00,5/21/2022,17:15:00,4:15:00,4.25,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/21/2022,13:00:00,5/21/2022,14:45:00,1:45:00,1.75,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/21/2022,9:30:00,5/21/2022,12:00:00,2:30:00,2.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/21/2022,8:00:00,5/21/2022,9:30:00,1:30:00,1.5,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/21/2022,8:00:00,5/21/2022,12:00:00,4:00:00,4,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/21/2022,8:00:00,5/21/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/20/2022,17:00:00,5/20/2022,17:00:00,0:00:00,0,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,16:30:00,5/20/2022,17:00:00,0:30:00,0.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,15:30:00,5/20/2022,16:30:00,1:00:00,1,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/20/2022,15:00:00,5/20/2022,17:00:00,2:00:00,2,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/20/2022,14:15:00,5/20/2022,17:00:00,2:45:00,2.75,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,13:30:00,5/20/2022,15:30:00,2:00:00,2,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/20/2022,13:00:00,5/20/2022,14:15:00,1:15:00,1.25,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,13:00:00,5/20/2022,13:30:00,0:30:00,0.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/20/2022,13:00:00,5/20/2022,15:00:00,2:00:00,2,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,11:30:00,5/20/2022,12:00:00,0:30:00,0.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,8:30:00,5/20/2022,11:30:00,3:00:00,3,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/20/2022,8:00:00,5/20/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/20/2022,8:00:00,5/20/2022,8:30:00,0:30:00,0.5,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/20/2022,8:00:00,5/20/2022,12:00:00,4:00:00,4,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/19/2022,16:30:00,5/19/2022,17:00:00,0:30:00,0.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/19/2022,13:00:00,5/19/2022,16:30:00,3:30:00,3.5,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/19/2022,13:00:00,5/19/2022,17:00:00,4:00:00,4,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/19/2022,13:00:00,5/19/2022,17:15:00,4:15:00,4.25,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/19/2022,11:00:00,5/19/2022,12:00:00,1:00:00,1,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/19/2022,8:45:00,5/19/2022,11:00:00,2:15:00,2.25,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/19/2022,8:00:00,5/19/2022,12:00:00,4:00:00,4,0,0
Gamma,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/19/2022,8:00:00,5/19/2022,8:45:00,0:45:00,0.75,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/19/2022,8:00:00,5/19/2022,12:00:00,4:00:00,4,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/18/2022,16:15:00,5/18/2022,17:00:00,0:45:00,0.75,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/18/2022,16:00:00,5/18/2022,17:00:00,1:00:00,1,0,0
Delta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/18/2022,15:30:00,5/18/2022,17:00:00,1:30:00,1.5,0,0
Alpha,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/18/2022,13:45:00,5/18/2022,16:15:00,2:30:00,2.5,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/18/2022,13:00:00,5/18/2022,13:45:00,0:45:00,0.75,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/18/2022,13:00:00,5/18/2022,15:30:00,2:30:00,2.5,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/18/2022,13:00:00,5/18/2022,16:00:00,3:00:00,3,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/18/2022,11:45:00,5/18/2022,12:00:00,0:15:00,0.25,0,0
Gamma,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/18/2022,10:00:00,5/18/2022,12:00:00,2:00:00,2,0,0
Beta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/18/2022,8:45:00,5/18/2022,12:00:00,3:15:00,3.25,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/18/2022,8:00:00,5/18/2022,10:00:00,2:00:00,2,0,0
Alpha,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/18/2022,8:00:00,5/18/2022,11:45:00,3:45:00,3.75,0,0
Delta,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/18/2022,8:00:00,5/18/2022,8:45:00,0:45:00,0.75,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/17/2022,15:30:00,5/17/2022,17:00:00,1:30:00,1.5,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/17/2022,14:45:00,5/17/2022,17:00:00,2:15:00,2.25,0,0
Beta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/17/2022,14:00:00,5/17/2022,15:30:00,1:30:00,1.5,0,0
Delta,,,,Hermione Granger,hermioneg@hogwarts.com,,Yes,5/17/2022,13:00:00,5/17/2022,14:00:00,1:00:00,1,0,0
Beta,,,,Harry Potter,harryp@hogwarts.com,,Yes,5/17/2022,13:00:00,5/17/2022,14:45:00,1:45:00,1.75,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/17/2022,13:00:00,5/17/2022,17:00:00,4:00:00,4,0,0
Gamma,,,,Ron Weasley,ronw@hogwarts.com,,Yes,5/17/2022,9:45:00,5/17/2022,12:00:00,2:15:00,2.25,0,0
